song|genre|difficulty|level|type|score|version|internal_level
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？|maimai|MASTER|14|STANDARD|94.9724%|MURASAKi|N/A
TwisteD! XD|maimai|MASTER|13|DX|99.7185%|maimaiでらっくす|13.6
QZKago Requiem|maimai|MASTER|14+|STANDARD|95.3667%|FiNALE|14.8
Our Wrenally|maimai|MASTER|14+|STANDARD|90.0728%|MURASAKi|N/A
Contrapasso -paradiso-|maimai|MASTER|14|STANDARD|96.8963%|PiNK PLUS|14.4
Oshama Scramble!|maimai|MASTER|13|DX|99.5851%|ORANGE PLUS|N/A
Oshama Scramble!|maimai|MASTER|14|STANDARD|97.2546%|ORANGE PLUS|N/A
Garakuta Doll Play|maimai|MASTER|14|STANDARD|98.4484%|GreeN|14.2
Blew Moon|maimai|MASTER|13|STANDARD|98.2176%|GreeN|13.3
Acceleration|maimai|MASTER|13|STANDARD|99.4362%|maimai PLUS|13.3
バーチャルダム　ネーション|maimai|MASTER|13|DX|99.2556%|maimaiでらっくす|N/A
Moon of Noon|maimai|MASTER|14|STANDARD|91.1128%|MURASAKi PLUS|14.4
Blows Up Everything|maimai|MASTER|13+|DX|98.6740%|maimaiでらっくす|N/A
Dragoon|maimai|MASTER|13|STANDARD|99.5074%|ORANGE|13.3
魔ジョ狩リ|maimai|MASTER|13+|DX|99.9790%|maimaiでらっくす|N/A
MAXRAGE|maimai|MASTER|13+|DX|99.5826%|maimaiでらっくす|N/A
天火明命|maimai|MASTER|13+|STANDARD|99.2439%|MURASAKi|N/A
7thSense|maimai|MASTER|14|STANDARD|97.4689%|PiNK|14.3
FFT|maimai|MASTER|14|STANDARD|97.1263%|FiNALE|14.0
Panopticon|maimai|MASTER|14|STANDARD|89.8936%|MURASAKi|14.1
雷切-RAIKIRI-|maimai|MASTER|14|STANDARD|92.9592%|FiNALE|N/A
Schwarzschild|maimai|MASTER|14|STANDARD|97.4651%|FiNALE|14.0
Black Out|maimai|MASTER|13|STANDARD|98.5699%|maimai PLUS|N/A
Fragrance|maimai|MASTER|14|STANDARD|97.0318%|maimai PLUS|14.2
Excalibur ～Revived resolution～|maimai|MASTER|14+|STANDARD|92.6968%|MiLK|N/A
Caliburne ～Story of the Legendary sword～|maimai|MASTER|14|STANDARD|97.3361%|ORANGE|14.2
Death Scythe|maimai|MASTER|13+|STANDARD|97.2298%|GreeN|13.8
LUCIA|maimai|MASTER|13|STANDARD|99.5212%|GreeN|13.2
Lividi|maimai|MASTER|14|STANDARD|97.6680%|MURASAKi|14.0
Axeria|maimai|MASTER|14|STANDARD|97.2124%|ORANGE PLUS|N/A
Ragnarok|maimai|MASTER|14|STANDARD|97.8174%|MiLK PLUS|N/A
larva|maimai|MASTER|14+|STANDARD|93.4630%|MiLK PLUS|N/A
keep hopping|maimai|MASTER|13+|STANDARD|98.8350%|MiLK PLUS|N/A
Mare Maris|maimai|MASTER|13+|STANDARD|98.9078%|MiLK|N/A
Signature|maimai|MASTER|13|STANDARD|100.1405%|MiLK|13.3
Ultranova|maimai|MASTER|14|STANDARD|97.2893%|MURASAKi PLUS|N/A
四月の雨|maimai|MASTER|13+|STANDARD|97.2820%|MURASAKi|N/A
Imitation:Loud Lounge|maimai|MASTER|13|STANDARD|99.4716%|MURASAKi|13.3
HERA|maimai|MASTER|14|STANDARD|91.8304%|MURASAKi|14.2
Jumble Rumble|maimai|MASTER|13+|STANDARD|97.9830%|PiNK PLUS|N/A
Nitrous Fury|maimai|MASTER|13+|STANDARD|97.5751%|PiNK PLUS|N/A
Revive The Rave|maimai|MASTER|13+|STANDARD|100.0081%|PiNK|13.5
GEMINI -M-|maimai|MASTER|13+|STANDARD|98.4761%|PiNK|N/A
LANCE|maimai|MASTER|13+|STANDARD|98.3754%|ORANGE PLUS|N/A
D✪N’T ST✪P R✪CKIN’|maimai|MASTER|13+|STANDARD|98.0903%|N/A
oboro|maimai|MASTER|13+|STANDARD|99.0939%|ORANGE|N/A
Streak|maimai|MASTER|13|STANDARD|98.4994%|maimai PLUS|13.4
Turn around|maimai|MASTER|13|STANDARD|99.0357%|maimai PLUS|13.5
Link|maimai|MASTER|12|STANDARD|99.6730%|maimai PLUS|N/A
Nerverakes|maimai|MASTER|13+|STANDARD|97.1006%|maimai PLUS|13.8
Sprintrances|maimai|MASTER|13|STANDARD|99.7236%|maimai PLUS|N/A
Feel My Fire|maimai|MASTER|13|STANDARD|99.5745%|maimai PLUS|N/A
air's gravity|maimai|MASTER|13|STANDARD|99.0046%|maimai PLUS|13.3
Beat of getting entangled|maimai|MASTER|13+|STANDARD|97.4684%|GreeN|13.7
高気圧ねこロック|maimai|MASTER|13+|STANDARD|98.3116%|PiNK PLUS|N/A
Prophesy One|maimai|MASTER|14|STANDARD|95.9172%|PiNK PLUS|N/A
Get Happy|maimai|MASTER|13+|STANDARD|99.2110%|GreeN|N/A
System “Z”|maimai|MASTER|14|STANDARD|97.1696%|GreeN|14.3
火炎地獄|maimai|MASTER|14|DX|96.7958%|GreeN PLUS|13.8
火炎地獄|maimai|MASTER|13+|STANDARD|97.3617%|GreeN PLUS|13.8
Danza zandA|maimai|MASTER|13|STANDARD|99.6359%|GreeN PLUS|13.4
VERTeX|maimai|MASTER|14|STANDARD|93.7175%|ORANGE|14.4
ViRTUS|maimai|MASTER|14+|DX|97.4640%|FESTiVAL|N/A
全世界共通リズム感テスト|maimai|MASTER|12|STANDARD|95.0488%|N/A
Catch Me If You Can|オンゲキ＆CHUNITHM|MASTER|13|DX|100.3208%|FESTiVAL|13.2
MAGNETAR GIRL|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.8262%|FESTiVAL|13.8
SUPER AMBULANCE|オンゲキ＆CHUNITHM|MASTER|14|DX|99.2433%|FESTiVAL|14.3
蜘蛛の糸|オンゲキ＆CHUNITHM|MASTER|14|DX|98.7118%|FESTiVAL|14.0
STARTLINER|オンゲキ＆CHUNITHM|MASTER|11+|DX|100.8629%|maimaiでらっくす|N/A
Jump!! Jump!! Jump!!|オンゲキ＆CHUNITHM|MASTER|11+|DX|100.4417%|maimaiでらっくす|N/A
Splash Dance!!|オンゲキ＆CHUNITHM|MASTER|13|DX|99.6497%|Splash PLUS|N/A
No Limit RED Force|オンゲキ＆CHUNITHM|MASTER|12+|DX|97.3489%|UNiVERSE|12.7
Transcend Lights|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.8887%|UNiVERSE PLUS|13.7
UTAKATA|オンゲキ＆CHUNITHM|MASTER|12|DX|100.3092%|maimaiでらっくす PLUS|N/A
タテマエと本心の大乱闘|オンゲキ＆CHUNITHM|MASTER|12+|DX|100.2739%|maimaiでらっくす PLUS|N/A
ポケットからぬりつぶせ！|オンゲキ＆CHUNITHM|MASTER|13|DX|100.2064%|Splash|N/A
トリドリ⇒モリモリ！Lovely fruits☆|オンゲキ＆CHUNITHM|MASTER|13|DX|99.7370%|Splash|N/A
Kiss Me Kiss|オンゲキ＆CHUNITHM|MASTER|12+|DX|100.2799%|Splash PLUS|12.8
ぱくぱく☆がーる|オンゲキ＆CHUNITHM|MASTER|13|DX|100.3144%|UNiVERSE|13.0
撩乱乙女†無双劇|オンゲキ＆CHUNITHM|MASTER|13|DX|99.2680%|UNiVERSE PLUS|13.4
Titania|オンゲキ＆CHUNITHM|MASTER|14|DX|97.4901%|maimaiでらっくす|14.5
YURUSHITE|オンゲキ＆CHUNITHM|MASTER|14|DX|98.1729%|Splash|14.3
Desperado Waltz|オンゲキ＆CHUNITHM|MASTER|14|DX|97.5083%|Splash|14.3
BOUNCE & DANCE|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.9377%|Splash PLUS|N/A
MEGATON BLAST|オンゲキ＆CHUNITHM|MASTER|14|DX|99.1635%|Splash PLUS|14.3
脳天直撃|オンゲキ＆CHUNITHM|MASTER|14|DX|97.0580%|UNiVERSE|14.6
LiftOff|オンゲキ＆CHUNITHM|MASTER|13+|DX|97.6817%|UNiVERSE|N/A
Falsum Atlantis.|オンゲキ＆CHUNITHM|MASTER|14|DX|97.0991%|UNiVERSE|14.4
See The Light|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.6052%|UNiVERSE PLUS|N/A
エータ・ベータ・イータ|オンゲキ＆CHUNITHM|MASTER|14|DX|95.5167%|UNiVERSE PLUS|N/A
Good bye, Merry-Go-Round.|オンゲキ＆CHUNITHM|MASTER|14|DX|98.2196%|UNiVERSE PLUS|14.1
We Are Us|オンゲキ＆CHUNITHM|MASTER|13|DX|99.6482%|UNiVERSE|N/A
Limits|オンゲキ＆CHUNITHM|MASTER|13|DX|99.3841%|UNiVERSE|N/A
Agitation！|オンゲキ＆CHUNITHM|MASTER|11+|DX|100.1966%|maimaiでらっくす|N/A
単一指向性オーバーブルーム|オンゲキ＆CHUNITHM|MASTER|13|DX|100.1676%|Splash PLUS|N/A
みなえをチェック！|オンゲキ＆CHUNITHM|MASTER|13|DX|99.5851%|Splash PLUS|N/A
Change Our MIRAI！|オンゲキ＆CHUNITHM|MASTER|12|DX|99.7608%|ORANGE PLUS|N/A
Change Our MIRAI！|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|100.0177%|ORANGE PLUS|N/A
無敵We are one!!|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|100.0261%|PiNK PLUS|N/A
ドキドキDREAM!!!|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.5160%|MURASAKi|13.2
Still|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.7135%|MiLK|N/A
Session High⤴|オンゲキ＆CHUNITHM|MASTER|12+|STANDARD|100.1882%|MiLK PLUS|N/A
管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.6070%|maimaiでらっくす|N/A
ハート・ビート|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.8832%|PiNK PLUS|13.4
brilliant better|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|100.1130%|PiNK PLUS|13.3
フォルテシモBELL|オンゲキ＆CHUNITHM|MASTER|12|STANDARD|98.7827%|MURASAKi|N/A
DETARAME ROCK&ROLL THEORY|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|98.5970%|MURASAKi|N/A
私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.7592%|MURASAKi|N/A
猛進ソリストライフ！|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|100.2883%|MURASAKi PLUS|N/A
My Dearest Song|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.4251%|MURASAKi PLUS|N/A
SPICY SWINGY STYLE|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.3756%|MiLK|N/A
Bang Babang Bang!!!|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.2270%|MiLK|N/A
猫祭り|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|100.3555%|MiLK|13.4
TRUST|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.9002%|MiLK|13.1
奏者はただ背中と提琴で語るのみ|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|99.9471%|FiNALE|N/A
-OutsideR:RequieM-|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|99.8481%|FiNALE|N/A
あねぺったん|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.3585%|MiLK PLUS|N/A
なるとなぎのパーフェクトロックンロール教室|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|99.3608%|MiLK PLUS|N/A
閃鋼のブリューナク|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|99.2789%|PiNK|N/A
Infantoon Fantasy|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|98.1906%|PiNK PLUS|13.8
幾四音-Ixion-|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.6118%|PiNK|13.3
Invitation|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|100.0542%|PiNK PLUS|13.1
その群青が愛しかったようだった|オンゲキ＆CHUNITHM|MASTER|12+|STANDARD|100.6294%|MURASAKi|12.7
The wheel to the right|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|98.3234%|MURASAKi|N/A
Trrricksters!!|オンゲキ＆CHUNITHM|MASTER|14|DX|98.7540%|N/A
光線チューニング|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|99.3517%|MURASAKi PLUS|N/A
心象蜃気楼|オンゲキ＆CHUNITHM|MASTER|13|STANDARD|98.1806%|MURASAKi PLUS|13.3
エンドマークに希望と涙を添えて|オンゲキ＆CHUNITHM|MASTER|14|STANDARD|97.5906%|MiLK|14.3
World Vanquisher|オンゲキ＆CHUNITHM|MASTER|14|STANDARD|96.7244%|MiLK PLUS|14.3
Xevel|オンゲキ＆CHUNITHM|MASTER|14|STANDARD|97.2776%|MiLK PLUS|14.1
We Gonna Journey|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|98.3386%|MiLK PLUS|N/A
My First Phone|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|98.7228%|MiLK PLUS|N/A
怒槌|オンゲキ＆CHUNITHM|MASTER|14+|STANDARD|96.7411%|MiLK PLUS|N/A
TiamaT:F minor|オンゲキ＆CHUNITHM|MASTER|14|STANDARD|97.0501%|FiNALE|14.6
Kattobi KEIKYU Rider|オンゲキ＆CHUNITHM|MASTER|13+|STANDARD|100.4119%|FiNALE|N/A
玩具狂奏曲 -終焉-|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.3548%|maimaiでらっくす|N/A
BOKUTO|オンゲキ＆CHUNITHM|MASTER|13|DX|100.1127%|maimaiでらっくす|N/A
立川浄穢捕物帳|オンゲキ＆CHUNITHM|MASTER|13+|DX|98.1378%|maimaiでらっくす|N/A
CHOCOLATE BOMB!!!!|オンゲキ＆CHUNITHM|MASTER|13|DX|100.1739%|maimaiでらっくす PLUS|N/A
popcorn|オンゲキ＆CHUNITHM|MASTER|13|DX|99.8676%|maimaiでらっくす PLUS|13.0
Climax|オンゲキ＆CHUNITHM|MASTER|14|DX|98.5821%|Splash|14.3
レーイレーイ|オンゲキ＆CHUNITHM|MASTER|12+|DX|93.9122%|Splash|12.8
宛城、炎上！！|オンゲキ＆CHUNITHM|MASTER|13+|DX|97.5911%|Splash|13.8
ハジマリノピアノ|オンゲキ＆CHUNITHM|MASTER|13+|DX|97.9104%|Splash PLUS|13.8
宿星審判|オンゲキ＆CHUNITHM|MASTER|14|DX|97.3216%|UNiVERSE|14.4
スピカの天秤|オンゲキ＆CHUNITHM|MASTER|14|DX|97.8155%|UNiVERSE|14.5
ハードコア・シンドローム|オンゲキ＆CHUNITHM|MASTER|13+|DX|96.3441%|UNiVERSE|N/A
パズルリボン|オンゲキ＆CHUNITHM|MASTER|13|DX|100.0353%|UNiVERSE PLUS|13.0
ツクヨミステップ|オンゲキ＆CHUNITHM|MASTER|13|DX|100.0586%|UNiVERSE PLUS|N/A
コスモポップファンクラブ|オンゲキ＆CHUNITHM|MASTER|13|DX|100.5531%|UNiVERSE PLUS|13.0
folern|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.2642%|UNiVERSE PLUS|N/A
otorii INNOVATED -[i]3-|オンゲキ＆CHUNITHM|MASTER|14|DX|96.0149%|UNiVERSE PLUS|14.5
テリトリーバトル|オンゲキ＆CHUNITHM|MASTER|13|DX|99.5251%|UNiVERSE PLUS|13.0
8-EM|オンゲキ＆CHUNITHM|MASTER|13+|DX|99.8593%|UNiVERSE PLUS|13.8
うっせぇわ|POPS＆ANIME|EXPERT|9+|DX|100.0520%|UNiVERSE|N/A
残響散歌|POPS＆ANIME|EXPERT|9+|DX|100.9736%|FESTiVAL|9.7
YONA YONA DANCE|POPS＆ANIME|EXPERT|9|DX|100.8958%|UNiVERSE PLUS|9.0
春を告げる|POPS＆ANIME|EXPERT|9+|DX|101.0000%|UNiVERSE PLUS|N/A
夜に駆ける|POPS＆ANIME|EXPERT|8|DX|92.7561%|UNiVERSE|N/A
廻廻奇譚|POPS＆ANIME|EXPERT|9+|DX|100.9734%|UNiVERSE|N/A
veil|POPS＆ANIME|EXPERT|8+|DX|100.9022%|UNiVERSE|N/A
くらべられっ子|POPS＆ANIME|EXPERT|9+|DX|100.9523%|UNiVERSE PLUS|9.8
あの世行きのバスに乗ってさらば。|POPS＆ANIME|EXPERT|11+|DX|100.3059%|UNiVERSE PLUS|11.0
泥の分際で私だけの大切を奪おうだなんて|POPS＆ANIME|EXPERT|10+|DX|99.9379%|UNiVERSE|N/A
　|POPS＆ANIME|EXPERT|10|DX|100.3669%|UNiVERSE PLUS|N/A
Princess♂|POPS＆ANIME|EXPERT|10|DX|100.6882%|UNiVERSE PLUS|N/A
Photon Melodies|POPS＆ANIME|EXPERT|10|DX|100.7086%|UNiVERSE PLUS|N/A
吾輩よ猫であれ|POPS＆ANIME|EXPERT|8+|DX|100.9590%|UNiVERSE PLUS|N/A
剣を抜け！GCCX MAX|POPS＆ANIME|EXPERT|9|DX|100.9375%|UNiVERSE PLUS|N/A
ヒトガタ|POPS＆ANIME|EXPERT|10+|DX|100.7923%|UNiVERSE PLUS|N/A
オントロジー|POPS＆ANIME|EXPERT|10|DX|100.9642%|UNiVERSE PLUS|N/A
VOLTAGE|POPS＆ANIME|EXPERT|10+|DX|100.3263%|UNiVERSE|N/A
Shiny Smily Story|POPS＆ANIME|EXPERT|10|DX|98.4608%|Splash PLUS|N/A
Shooting Stars|POPS＆ANIME|EXPERT|8|DX|101.0000%|UNiVERSE|N/A
MOON NIGHTのせいにして|POPS＆ANIME|EXPERT|8|DX|100.8750%|UNiVERSE|N/A
ドラゴンエネルギー|POPS＆ANIME|EXPERT|9+|DX|100.9632%|UNiVERSE|N/A
真・ハンサム体操でズンドコホイ|POPS＆ANIME|EXPERT|10|STANDARD|98.5373%|MURASAKi PLUS|N/A
jelly|POPS＆ANIME|EXPERT|9|STANDARD|100.7348%|maimai|N/A
Rodeo Machine|POPS＆ANIME|EXPERT|11|STANDARD|99.4795%|MiLK PLUS|N/A
インドア系ならトラックメイカー|POPS＆ANIME|EXPERT|10|DX|99.4282%|UNiVERSE|N/A
EYE|niconico＆VOCALOID™|EXPERT|9|DX|100.8984%|FESTiVAL|9.0
エンヴィーベイビー|niconico＆VOCALOID™|EXPERT|9+|DX|100.9207%|UNiVERSE PLUS|9.7
KING|niconico＆VOCALOID™|EXPERT|9+|DX|99.9859%|Splash PLUS|N/A
ヴァンパイア|niconico＆VOCALOID™|EXPERT|10|DX|100.8318%|UNiVERSE PLUS|10.2
ネガティブ進化論|niconico＆VOCALOID™|EXPERT|8+|DX|100.0154%|Splash PLUS|N/A
乙女解剖|niconico＆VOCALOID™|EXPERT|8+|DX|100.8437%|Splash|N/A
アンドロイドガール|niconico＆VOCALOID™|EXPERT|10|DX|99.8109%|maimaiでらっくす PLUS|N/A
妄想感傷代償連盟|niconico＆VOCALOID™|EXPERT|9+|STANDARD|99.1722%|MiLK PLUS|N/A
ゴーストルール|niconico＆VOCALOID™|EXPERT|9+|DX|100.8767%|MURASAKi|N/A
ゴーストルール|niconico＆VOCALOID™|EXPERT|10+|STANDARD|99.8262%|MURASAKi|N/A
弱虫モンブラン|niconico＆VOCALOID™|EXPERT|10+|STANDARD|97.8044%|GreeN|N/A
エゴロック|niconico＆VOCALOID™|EXPERT|10|DX|100.8744%|UNiVERSE PLUS|N/A
ジャンキーナイトタウンオーケストラ|niconico＆VOCALOID™|EXPERT|10|DX|100.0824%|UNiVERSE PLUS|N/A
テレキャスタービーボーイ|niconico＆VOCALOID™|EXPERT|9+|DX|100.9736%|UNiVERSE|N/A
表裏一体|niconico＆VOCALOID™|EXPERT|9+|DX|100.9605%|maimaiでらっくす PLUS|N/A
初音天地開闢神話|niconico＆VOCALOID™|EXPERT|11|DX|100.7346%|UNiVERSE PLUS|11.0
僕は空気が嫁ない|niconico＆VOCALOID™|EXPERT|10|DX|100.4226%|UNiVERSE|N/A
デッドマンズバラッド|niconico＆VOCALOID™|EXPERT|12|DX|99.0886%|UNiVERSE|N/A
終点|niconico＆VOCALOID™|EXPERT|12|STANDARD|99.0224%|FiNALE|N/A
終焉逃避行|niconico＆VOCALOID™|EXPERT|9+|DX|100.9149%|UNiVERSE PLUS|N/A
ただ選択があった|niconico＆VOCALOID™|EXPERT|9|DX|100.6252%|UNiVERSE PLUS|N/A
グッバイ宣言|niconico＆VOCALOID™|EXPERT|9+|DX|100.8546%|UNiVERSE|N/A
春嵐|niconico＆VOCALOID™|EXPERT|10|DX|100.9318%|UNiVERSE|N/A
ラグトレイン|niconico＆VOCALOID™|EXPERT|9+|DX|100.3190%|UNiVERSE|N/A
命に嫌われている|niconico＆VOCALOID™|EXPERT|10|DX|100.6725%|Splash|N/A
ノイローゼ|niconico＆VOCALOID™|EXPERT|10|DX|100.8164%|UNiVERSE|N/A
悪魔の踊り方|niconico＆VOCALOID™|EXPERT|9+|DX|98.7677%|UNiVERSE|N/A
失敗作少女|niconico＆VOCALOID™|EXPERT|10|DX|99.0543%|UNiVERSE|N/A
お気に召すまま|niconico＆VOCALOID™|EXPERT|10|STANDARD|97.1087%|FiNALE|N/A
ナンセンス文学|niconico＆VOCALOID™|EXPERT|11+|STANDARD|98.0745%|MiLK|N/A
CocktaiL|niconico＆VOCALOID™|EXPERT|9|DX|100.9336%|maimaiでらっくす|N/A
すーぱーぬこになれんかった|niconico＆VOCALOID™|EXPERT|10|DX|100.1195%|maimaiでらっくす PLUS|N/A
すーぱーぬこになりたい|niconico＆VOCALOID™|EXPERT|10+|STANDARD|98.9203%|MURASAKi|N/A
初音ミクの激唱|niconico＆VOCALOID™|EXPERT|12|STANDARD|99.3397%|MiLK PLUS|N/A
初音ミクの消失|niconico＆VOCALOID™|EXPERT|11+|STANDARD|99.5193%|PiNK|N/A
リモコン|niconico＆VOCALOID™|EXPERT|9|DX|100.7717%|UNiVERSE|N/A
on the rocks|niconico＆VOCALOID™|EXPERT|8+|DX|99.8429%|UNiVERSE|N/A
アカツキアライヴァル|niconico＆VOCALOID™|EXPERT|10|DX|99.1600%|UNiVERSE|N/A
セツナトリップ|niconico＆VOCALOID™|EXPERT|10+|DX|100.0927%|GreeN|10.8
ポッピンキャンディ☆フィーバー！|niconico＆VOCALOID™|EXPERT|10|DX|98.4138%|UNiVERSE|N/A
どぅーまいべすと！|niconico＆VOCALOID™|EXPERT|9+|DX|100.5774%|UNiVERSE|N/A
スターリースカイ☆パレード|niconico＆VOCALOID™|EXPERT|10|DX|98.9330%|maimaiでらっくす PLUS|N/A
キミノヨゾラ哨戒班|niconico＆VOCALOID™|EXPERT|10+|STANDARD|100.7359%|PiNK PLUS|N/A
メルティランドナイトメア|niconico＆VOCALOID™|EXPERT|8+|DX|100.1329%|maimaiでらっくす|N/A
ヒビカセ|niconico＆VOCALOID™|EXPERT|11|STANDARD|99.0377%|MiLK PLUS|N/A
猫猫的宇宙論|niconico＆VOCALOID™|EXPERT|9|DX|98.0306%|Splash PLUS|N/A
明星ギャラクティカ|niconico＆VOCALOID™|EXPERT|8+|DX|97.2718%|Splash|N/A
ダンスロボットダンス|niconico＆VOCALOID™|EXPERT|11|STANDARD|100.6013%|MiLK|N/A
エイリアンエイリアン|niconico＆VOCALOID™|EXPERT|10|STANDARD|93.2071%|MURASAKi PLUS|N/A
アルティメットセンパイ|niconico＆VOCALOID™|EXPERT|9|DX|100.6759%|Splash PLUS|N/A
頓珍漢の宴|niconico＆VOCALOID™|EXPERT|11|STANDARD|99.2881%|PiNK|N/A
腐れ外道とチョコレゐト|niconico＆VOCALOID™|EXPERT|12+|STANDARD|92.0153%|maimai PLUS|N/A
フラジール|niconico＆VOCALOID™|EXPERT|9+|STANDARD|99.9669%|MURASAKi PLUS|N/A
フィクサー|niconico＆VOCALOID™|EXPERT|10|STANDARD|98.8612%|MiLK PLUS|N/A
アカリがやってきたぞっ|niconico＆VOCALOID™|EXPERT|10|DX|99.8542%|maimaiでらっくす|N/A
幾望の月|niconico＆VOCALOID™|EXPERT|10+|DX|100.6162%|maimaiでらっくす|N/A
KILLER B|niconico＆VOCALOID™|EXPERT|10|DX|99.4982%|maimaiでらっくす PLUS|N/A
スロウダウナー|niconico＆VOCALOID™|EXPERT|9+|DX|100.3317%|maimaiでらっくす PLUS|N/A
グリーンライツ・セレナーデ|niconico＆VOCALOID™|EXPERT|10|DX|99.3174%|maimaiでらっくす|N/A
デンパラダイム|niconico＆VOCALOID™|EXPERT|11+|DX|100.3139%|maimaiでらっくす|N/A
骸骨楽団とリリア|niconico＆VOCALOID™|EXPERT|10+|DX|98.1330%|maimaiでらっくす|N/A
星屑ユートピア|niconico＆VOCALOID™|EXPERT|10+|DX|99.2318%|maimaiでらっくす|N/A
アマツキツネ|niconico＆VOCALOID™|EXPERT|9|DX|100.2962%|maimaiでらっくす|N/A
Strobe♡Girl|niconico＆VOCALOID™|EXPERT|10|DX|99.9803%|maimaiでらっくす|N/A
六兆年と一夜物語|niconico＆VOCALOID™|EXPERT|9|DX|99.3434%|ORANGE PLUS|N/A
六兆年と一夜物語|niconico＆VOCALOID™|EXPERT|10+|STANDARD|100.6369%|ORANGE PLUS|N/A
拝啓ドッペルゲンガー|niconico＆VOCALOID™|EXPERT|12|STANDARD|100.6109%|MiLK|N/A
人生リセットボタン|niconico＆VOCALOID™|EXPERT|12|STANDARD|99.4118%|MiLK|N/A
チュルリラ・チュルリラ・ダッダッダ！|niconico＆VOCALOID™|EXPERT|11|STANDARD|100.1839%|MURASAKi|N/A
脳漿炸裂ガール|niconico＆VOCALOID™|EXPERT|12+|STANDARD|99.3971%|GreeN|N/A
アディショナルメモリー|niconico＆VOCALOID™|EXPERT|9+|DX|86.5749%|maimaiでらっくす|N/A
夜咄ディセイブ|niconico＆VOCALOID™|EXPERT|12|STANDARD|81.4716%|GreeN|N/A
ドーナツホール|niconico＆VOCALOID™|EXPERT|11+|STANDARD|100.8160%|MiLK|N/A
砂の惑星 feat. HATSUNE MIKU|niconico＆VOCALOID™|EXPERT|10+|STANDARD|96.8910%|MiLK|N/A
アンノウン・マザーグース|niconico＆VOCALOID™|EXPERT|11|STANDARD|97.9129%|MiLK|N/A
アンハッピーリフレイン|niconico＆VOCALOID™|EXPERT|11+|STANDARD|97.8542%|ORANGE|N/A
裏表ラバーズ|niconico＆VOCALOID™|EXPERT|12|STANDARD|95.4797%|GreeN|N/A
ローリンガール|niconico＆VOCALOID™|EXPERT|9+|STANDARD|95.2231%|GreeN|N/A
深海少女|niconico＆VOCALOID™|EXPERT|9+|STANDARD|84.2613%|GreeN PLUS|N/A
ナイトメア☆パーティーナイト|niconico＆VOCALOID™|EXPERT|11|STANDARD|100.1269%|FiNALE|N/A
幸せになれる隠しコマンドがあるらしい|niconico＆VOCALOID™|EXPERT|12+|STANDARD|98.7764%|MURASAKi PLUS|N/A
キレキャリオン|niconico＆VOCALOID™|EXPERT|10|STANDARD|99.8593%|MiLK|N/A
ドクハク|niconico＆VOCALOID™|EXPERT|10|STANDARD|100.1245%|MiLK|N/A
ECHO|niconico＆VOCALOID™|EXPERT|11|STANDARD|73.8966%|PiNK PLUS|N/A
東京リアルワールド|niconico＆VOCALOID™|EXPERT|9|STANDARD|99.9368%|PiNK PLUS|N/A
ぽっぴっぽー|niconico＆VOCALOID™|EXPERT|9+|STANDARD|97.7812%|GreeN|N/A
BAD∞END∞NIGHT|niconico＆VOCALOID™|EXPERT|10+|STANDARD|97.2528%|maimai PLUS|N/A
ロミオとシンデレラ|niconico＆VOCALOID™|EXPERT|11|STANDARD|96.2238%|maimai PLUS|N/A
三妖精SAY YA!!!|東方Project|EXPERT|10|DX|100.9010%|UNiVERSE PLUS|N/A
